loan_amount,funded_amount,funded_amount_investors,installment,loan_status,total_payment,total_payment_investors,total_received_principal,total_received_interest,repay_fail
1500,1500,250.7009977,52.05,4,1873.779983,260.23,1500,373.78,0
13000,13000,12975,321.83,5,19170.80996,19133.94,13000,6170.81,0
10000,10000,10000,212.48,5,12748.06025,12748.06,10000,2748.06,0
3150,3150,3150,109.62,5,3945.990997,3945.99,3150,795.99,0
5000,5000,5000,158.86,5,5358.792283,5358.79,5000,358.79,0
5500,5500,5500,184.62,5,6646.714708,6646.71,5500,1146.71,0
8800,8800,8800,279.43,5,10059.41,10059.41,8800,1259.41,0
19000,19000,19000,478.15,5,28251.60003,28251.6,19000,9251.6,0
12000,12000,12000,392.81,5,14141.06584,14141.07,12000,2141.07,0
6000,6000,6000,203.59,5,7328.920002,7328.92,6000,1328.92,0
2400,2400,2400,74.26,5,2600.534355,2600.53,2400,200.53,0
30000,30000,29975,667.19,5,36691.83984,36661.26,30000,6691.84,0
10000,10000,10000,311.02,5,11143.98875,11143.99,10000,1143.99,0
12000,12000,11925,402.8,5,13686.70819,13601.17,12000,1686.71,0
12500,12500,12229.97858,412.11,5,14836.41405,14513.45,12500,2336.41,0
6000,6000,5950,190.63,5,6757.621998,6701.31,6000,757.62,0
7000,7000,6900,168.67,5,10122.18,9977.58,7000,3122.18,0
3500,3500,1200,112.87,5,3942.013096,1351.55,3500,442.01,0
8000,8000,7950,243.49,5,8765.414062,8710.63,8000,765.41,0
12500,12500,12275,410.8,5,13359.99107,13119.51,12500,859.99,0
11000,11000,10975,341.11,5,12169.15002,12141.49,11000,1169.15,0
8875,8875,8825,272.5,5,9809.798713,9754.53,8875,934.8,0
4000,4000,4000,134.9,5,4856.027519,4856.03,4000,856.03,0
15000,15000,11865.70903,508.84,5,18163.4446,13971.75,15000,3163.45,0
6500,6500,6500,215,5,7677.318335,7677.32,6500,1177.32,0
13000,13000,13000,431.73,5,13383.1311,13383.13,13000,383.13,0
16000,16000,15750,320.54,5,17421.19777,17148.99,16000,1421.2,0
5600,5600,388.4026224,197.99,4,7127.504649,396.52,5600,1527.5,0
15000,15000,12715.11604,462.54,5,16651.50133,13893.26,15000,1651.5,0
35000,35000,35000,865.52,1,47547.71,47547.71,30819.01,16728.7,0
13750,13750,13750,340.03,5,20401.71439,20401.71,13750,6651.71,0
4500,4500,4450,139.96,5,4992.042035,4936.57,4500,492.04,0
5000,5000,5000,158.77,5,5730.675222,5730.68,5000,715.68,0
25000,25000,25000,839.16,4,26726.9528,26726.95,25000,1726.95,0
10500,10500,10500,360.25,5,12487.64958,12487.65,10500,1987.65,0
18000,11650,10595.41048,253.25,5,15071.32987,13360.7,11650,3421.33,0
20000,14225,13775,302.17,5,16021.7855,15514.96,14225,1796.79,0
10000,10000,10000,322.63,5,11614.46797,11614.47,10000,1614.47,0
15075,15075,3475,507.36,5,18264.7807,4210.3,15075,3189.78,0
15000,15000,13878.56,485.78,5,17488.21823,16030.99,15000,2488.22,0
2275,2275,2275,69.39,5,2498.17287,2498.17,2275,223.17,0
7000,7000,7000,234.79,5,8428.010963,8428.01,7000,1428.01,0
7000,7000,7000,239.21,5,8169.984198,8169.98,7000,1169.98,0
24000,15200,14950.64088,373.28,5,20455.39428,19935.42,15200,5255.4,0
6000,6000,6000,144.58,5,7946.038104,7946.04,6000,1946.04,0
5400,5400,5400,187.75,5,5904.13174,5904.13,5400,504.13,0
1000,1000,1000,32.23,5,1157.457752,1157.46,1000,157.46,0
7000,7000,6750,216.59,5,7755.748109,7478.76,7000,755.75,0
5000,5000,4750,158.86,5,5526.171602,5249.86,5000,526.17,0
10000,10000,9989.082697,317.72,5,11438.33862,11424.91,10000,1438.34,0
9000,9000,8578.060223,215.06,5,12903.18792,12192.43,9000,3903.19,0
20000,20000,20000,489.77,5,29156.72968,29156.73,19999.99,9156.74,0
7000,7000,7000,212.29,5,7551.59974,7551.6,7000,551.6,0
16000,16000,15929.78595,380.31,5,22817.98846,22705.22,16000,6817.99,0
3500,3500,3500,121.8,5,4342.68,4342.68,3500,842.68,0
4000,4000,1925,128.41,5,4622.489229,2224.58,4000,622.49,0
1500,1500,1000,50.53,5,1819.05676,1212.7,1500,319.06,0
4000,4000,4000,134.9,5,4856.025037,4856.03,4000,856.03,0
5000,5000,5000,158.77,5,5715.558066,5715.56,5000,715.56,0
13000,13000,13000,444.19,5,15991.13145,15991.13,13000,2991.13,0
25000,25000,24975,629.14,1,35153.66,35118.68,22534.01,12619.65,0
8400,8400,8400,300.62,5,10821.98698,10821.99,8400,2421.99,0
2050,2050,2050,63.76,5,2295.29293,2295.29,2050,245.29,0
9400,9400,9350,303.27,5,10917.6126,10859.54,9400,1517.61,0
14825,14825,14750,317.7,5,19061.46723,18965.03,14825,4236.47,0
5000,5000,4950,185.37,5,5242.697656,5190.27,5000,242.7,0
5000,5000,0,170.41,4,5989.488784,0,5000,989.49,0
11500,11500,11500,399.95,5,14393.08758,14393.09,11500,2893.09,0
22000,22000,21875,698.37,5,25142.54724,24999.69,22000,3142.55,0
5550,5550,5550,180.05,5,6427.825491,6427.83,5550,877.83,0
6000,6000,6000,203.94,5,6068.64,6068.64,6000,68.64,0
12000,12000,11475,407.09,5,14655.74742,14014.56,12000,2655.75,0
4200,4200,4200,134.8,5,4852.540919,4852.54,4200,652.54,0
8000,8000,7750,248.82,5,8615.070851,8345.85,8000,615.07,0
16000,16000,15750,399.97,5,22760.1,22404.47,16000,6760.1,0
25000,25000,13875,871.16,5,25320.2535,14052.77,25000,320.25,0
1800,1800,1800,60.96,4,2194.457505,2194.46,1800,394.46,0
3000,3000,3000,93.03,5,3346.037537,3346.04,3000,346.04,0
19950,19950,19925,433.67,1,25543.75,25511.79,19492.43,6051.32,0
3800,3800,3800,120.63,5,4343.138864,4343.14,3800,543.14,0
18000,11225,7704.280559,342.36,5,11754.27133,7928.61,11225,529.27,0
12000,12000,12000,311.49,5,16529.57012,16529.57,12000,4529.57,0
9100,9100,9100,276.97,5,9970.658074,9970.66,9100,870.66,0
1500,1500,1500,45.24,5,1628.630158,1628.63,1500,128.63,0
20000,20000,18625,674.9,5,21781.72257,20284.23,20000,1781.72,0
15000,15000,14590.37193,504.5,5,17760.07174,17269.87,15000,2760.07,0
11000,11000,10925,331.76,5,11696.01264,11616.27,11000,696.01,0
10500,10500,10475,242.8,5,13122.27938,13091.04,10500,2622.28,0
24000,24000,23975,658.36,5,35170.54037,35133.9,24000,11170.54,0
24000,15650,15649.39484,493.96,5,17782.53742,17781.76,15650,2132.54,0
4500,4500,4500,90.99,5,4659.438358,4659.44,4500,159.44,0
3500,3500,3500,105.56,5,3721.402546,3721.4,3500,221.4,0
11000,11000,11000,365.31,5,13132.87789,13132.88,11000,2132.88,0
25000,25000,24736.62,832.5,5,29970.73812,29647.72,24999.99,4970.75,0
18000,18000,18000,559.83,5,18112.68,18112.68,18000,112.68,0
15000,15000,15000,509.83,5,17234.25964,17234.26,15000,2234.26,0
4900,4900,4900,151.28,5,5035.529065,5035.53,4900,135.53,0
15000,15000,15000,367.97,5,21958.45003,21958.45,15000,6943.45,0
8000,8000,8000,191.5,5,11489.76,11489.76,8000,3489.76,0
26000,26000,25975,658.54,5,30153.2101,30124.22,26000,4153.21,0
16000,16000,15975,368.08,1,20583.64,20551.58,14551.32,6032.32,0
7200,7200,7038.066513,240.96,5,8454.491755,8262.59,7200,1254.49,0
12000,12000,11979.06711,390.72,4,14066.17402,14041.06,12000,2066.17,0
20000,20000,19725,512.13,5,29824.99651,29414.9,20000,9825,0
5000,5000,4975,164.86,5,5798.151925,5769.16,5000,798.15,0
9000,9000,8391.44,303.94,5,10941.41295,10073.74,8999.99,1941.42,0
6000,6000,6000,144.58,5,7763.830449,7763.83,6000,1763.83,0
4800,4800,4800,155.7,5,5622.090049,5622.09,4800,807.09,0
8400,8400,8400,290.04,5,10457.22104,10457.22,8400,2042.22,0
25000,17175,4800,388.42,5,17357.91021,4851.57,17175,182.91,0
10500,10500,10500,230.87,5,13035.31451,13035.31,10500,2535.31,0
9800,9800,9800,234.59,5,13785.32999,13785.33,9800,3985.33,0
1500,1500,1500,52.79,5,1680.447124,1680.45,1500,180.45,0
10000,10000,9925,214.25,5,12793.33,12697.38,10000,2793.33,0
12000,12000,12000,287.19,5,12890.08949,12890.09,12000,890.09,0
25000,25000,24500,802.23,5,28880.78602,28303.17,24999.99,3880.8,0
15000,9600,9600,214.67,5,12879.72001,12879.72,9600,3279.72,0
29000,29000,28725,972.81,5,34663.09917,34334.4,29000,5663.1,0
5000,5000,5000,172.94,5,6240.981944,6240.98,5000,1225.98,0
4200,4200,3925,133.37,5,4801.060003,4486.7,4200,601.06,0
6000,6000,3600,188.02,5,6040.16,3624.13,6000,40.16,0
14000,14000,14000,451.15,5,16241.38,16241.38,14000,2241.38,0
9700,9700,9317.412407,307.92,5,11085.36939,10590.16,9700,1385.37,0
7000,7000,0,219.36,5,7832.524644,0,7000,832.52,0
5000,5000,4975,161.34,5,5808.070197,5779.03,5000,808.07,0
10500,10500,225,348.03,4,12409.0894,265.91,10500,1909.09,0
20000,20000,20000,695.96,5,24122.00012,24122,20000,4122,0
6000,6000,6000,189.38,5,6817.574795,6817.57,6000,817.57,0
15000,15000,14850,509.53,5,15497.64835,15342.67,15000,497.65,0
20000,20000,19975,485.94,5,21551.58887,21524.65,20000,1551.59,0
10000,10000,9975,316.11,5,10341.04765,10315.19,10000,341.05,0
19200,19200,19200,598.66,5,21109.45119,21109.45,19200,1909.45,0
5000,5000,5000,152.18,5,5477.62756,5477.63,5000,477.63,0
15000,15000,10859.54952,525.03,5,18900.90131,13314.63,14999.99,3900.91,0
4200,4200,4200,102.03,5,6052.240008,6052.24,4200,1852.24,0
35000,35000,26581.61762,1139.08,5,41006.51828,30012.82,35000,6006.52,0
35000,35000,34975,860.28,5,42416.76601,42386.47,35000,7416.77,0
3375,3375,3375,116.72,5,4202.253334,4202.25,3375,827.25,0
6000,6000,6000,121.32,5,7161.829493,7161.83,6000,1161.83,0
10000,10000,10000,327.34,5,11784.23223,11784.23,10000,1784.23,0
12500,12500,12225,309.92,1,18199.32,17797.65,12160.75,6038.57,0
10000,10000,9925,341.68,5,12301.82695,12209.56,10000,2301.83,0
20000,20000,19925,680.84,5,22838.5867,22752.94,20000,2838.59,0
5000,5000,2817.04,173.65,5,6251.188137,3518.42,5000,1251.19,0
1500,1500,25,49.72,4,1805.012433,30.08,1500,290.01,0
9500,9500,9083.392689,293.95,5,10582.75834,10100.43,9500,1082.76,0
7200,7200,7200,241.53,5,8769.342397,8769.34,7200,1569.34,0
5575,5575,5575,128.26,5,7270.339568,7270.34,5575,1695.34,0
10000,10000,8672.45525,310.1,5,10727.84636,9105.57,10000,727.85,0
15000,15000,15000,456.27,5,16253.10414,16253.1,15000,1253.1,0
9000,9000,9000,243.43,1,14112.84,14112.84,8501.72,5581.12,0
22000,22000,22000,519.35,1,28043.34,28043.34,19012.33,9031.01,0
12000,12000,11818.42037,315.87,5,18218.51998,17804.21,12000,6218.52,0
5500,5500,5500,132.53,5,7951.359992,7951.36,5500,2451.36,0
3600,3600,3600,118.7,5,4090.70334,4090.7,3600,490.7,0
2500,2500,2500,87.9,4,3064.226042,3064.23,2500,564.23,0
10000,10000,225,325.45,4,11716.15248,263.61,10000,1716.16,0
7200,7200,7175,234.87,5,8455.701223,8426.34,7200,1255.7,0
7200,7200,7072.879064,248.61,5,8950.539915,8772.52,7200,1750.54,0
8000,8000,7350,248.88,5,8855.58805,8136.08,8000,855.59,0
5000,5000,4900,155.51,5,5312.059963,5205.82,5000,312.06,0
11000,11000,11000,331.76,5,11789.69988,11789.7,11000,789.7,0
4000,4000,3773.116612,138.77,5,4978.620439,4689.95,4000,978.62,0
20000,13375,13375,270.43,5,14198.42029,14198.42,13375,823.42,0
12000,12000,12000,277.49,5,15295.43851,15295.44,12000,3295.44,0
8400,8400,8275,263.23,5,9439.928592,9299.45,8400,1039.93,0
3250,3250,3250,110.26,5,3969.24239,3969.24,3250,719.24,0
7000,7000,6702.465884,223.63,5,7918.175037,7579.66,7000,918.18,0
10000,10000,10000,335.45,5,11804.11695,11804.12,10000,1804.12,0
9800,9800,9475,306.56,5,11049.11033,10682.69,9800,1249.11,0
3000,3000,3000,105.04,5,3526.448341,3526.45,3000,526.45,0
3000,3000,2875,95.32,5,3431.286852,3288.32,3000,431.29,0
10000,10000,10000,353.01,5,12708.07204,12708.07,10000,2708.07,0
14400,14400,14150,368.73,5,21772.07997,21394.09,14400,7372.08,0
5000,5000,5000,164.56,5,5768.344117,5768.34,5000,768.34,0
4000,4000,4000,97.96,5,5436.753411,5436.75,4000,1436.75,0
16750,16750,16400,580.33,5,20850.27529,20414.6,16750,4100.28,0
4000,4000,4000,138.31,5,4979.114408,4979.11,4000,979.11,0
6400,6400,6400,199.06,5,7165.777005,7165.78,6400,765.78,0
25000,25000,24747.27426,878.31,5,31638.43132,31294.05,25000,6638.43,0
8000,8000,7975,269.96,5,9718.994616,9688.62,8000,1718.99,0
950,950,950,30.55,5,1082.393355,1082.39,950,117.39,0
10000,10000,10000,348.03,5,12524.52636,12524.53,10000,2524.53,0
10000,10000,9900,312.82,5,11052.82292,10942.29,10000,1052.82,0
5000,5000,4750,155.9,5,5612.350342,5331.73,5000,612.35,0
14800,14800,14750,485.5,5,17480.16326,17421.1,14800,2680.16,0
25000,25000,24950,608.22,5,35540.63,35469.55,25000,10540.63,0
11000,11000,10975,341.11,5,11641.85455,11615.4,11000,641.85,0
8000,8000,7825,279.61,5,9992.172272,9773.59,8000,1992.17,0
1200,1200,1200,39.44,5,1353.752135,1353.75,1200,153.76,0
15000,15000,14975,473.45,5,17043.93699,17015.53,15000,2043.94,0
10000,10000,9306.608933,319.47,5,11417.67015,10594.58,10000,1417.67,0
9600,9600,9575,221.99,5,12916.16725,12882.53,9600,3316.17,0
3200,3200,3200,115.83,5,3248.387775,3248.39,3200,48.39,0
8000,8000,8000,268.36,5,9660.901021,9660.9,8000,1660.9,0
5600,5600,5600,190.02,5,6706.166551,6706.17,5600,1106.17,0
12000,12000,12000,407.17,5,14657.91765,14657.92,12000,2657.92,0
12000,12000,11600,378.76,5,12753.65515,12328.53,12000,753.66,0
35000,35000,35000,790.82,5,44628.68998,44628.69,35000,9628.69,0
3150,3150,3150,95.83,5,3302.003082,3302,3150,152,0
10000,10000,9750,322.63,5,11588.05671,11298.36,10000,1588.06,0
5575,5575,5300,179.87,5,5987.99776,5692.63,5575,413,0
6000,6000,6000,189.38,5,6701.029768,6701.03,6000,701.03,0
6000,6000,5975,123.08,5,6042.986875,6017.81,6000,42.99,0
10000,10000,9988.120971,335.67,5,12048.91194,12033.14,10000,2048.91,0
28000,28000,27975,632.66,5,36413.67997,36381.17,28000,8413.68,0
35000,35000,34975,939.41,1,54471.68,54432.79,33162.82,21308.86,0
9900,9900,9875,323.87,5,11322.19146,11293.6,9900,1422.19,0
14000,14000,13513.70484,429.35,5,15375.01733,14797.16,14000,1375.02,0
15000,15000,14750,486.62,5,16839.31079,16558.66,15000,1839.31,0
6400,6400,6400,229.75,5,8270.589354,8270.59,6400,1870.59,0
24250,24250,20353.16925,811.56,5,28529.38793,24353.13,24249.98,4279.41,0
4600,4600,4600,97.72,5,5862.717952,5862.72,4600,1262.72,0
6000,6000,5450,207.53,5,7434.337155,6752.86,6000,1434.34,0
12925,11550,9675,354.21,5,12107.01463,10141.59,11550,557.01,0
24250,24250,23615.45782,811.56,5,29216.05235,28402.97,24250,4966.05,0
5000,5000,5000,124.64,5,7478.360131,7478.36,5000,2478.36,0
8400,8400,7925,289.51,5,10422.79707,9833.41,8400,2022.8,0
8500,8500,8500,262.42,5,9446.97874,9446.98,8500,946.98,0
6800,6800,6800,221.5,5,7905.19128,7905.19,6800,1105.19,0
6400,6400,6400,149.49,5,8968.66102,8968.66,6400,2568.66,0
30000,30000,29975,702.26,5,38699.89349,38667.64,30000,8699.89,0
3200,3200,3150,97.05,5,3493.643398,3439.06,3200,293.64,0
20000,20000,17952.27193,454.96,5,25250.61301,21591.11,20000,5250.61,0
2500,2500,2000,81.84,4,2946.325449,2357.06,2500,446.33,0
14000,14000,14000,349.98,5,14793.06399,14793.06,14000,793.06,0
12800,12800,12725,413.02,5,14522.94414,14437.85,12800,1722.94,0
34000,34000,34000,1106.53,5,38913.93005,38913.93,34000,4913.93,0
5600,5600,5600,182.65,5,6283.283463,6283.28,5600,683.28,0
1000,1000,1000,32.8,5,1136.69,1136.69,1000,136.69,0
12000,12000,4987.77,386.25,5,13924.44629,5685.09,12000,1905.14,0
10000,10000,10000,339.89,5,12180.18216,12180.18,10000,2180.18,0
6000,6000,5975,208.15,5,7405.062118,7374.21,6000,1405.06,0
6000,6000,5898.444064,203.82,4,7338.232008,7211.01,6000,1338.23,0
10000,10000,6243.06678,329.57,5,11800.05795,7084.31,9999.99,1800.07,0
4800,4800,4650,156.58,5,5277.009833,5112.1,4800,477.01,0
14000,14000,13852.22782,482.51,5,16712.30644,16514.86,14000,2712.31,0
9000,9000,9000,309.14,5,10385.50045,10385.5,9000,1385.5,0
12000,12000,11900,291.5,5,17489.81998,17344.07,12000,5489.82,0
20125,20125,20100,434.07,5,25134.5426,25103.32,20125,5009.54,0
21000,21000,21000,701.73,5,21429.98543,21429.99,21000,429.99,0
10000,10000,10000,348.29,5,12538.13617,12538.14,10000,2538.14,0
5500,5500,5500,138.15,5,7328.592148,7328.59,5500,1828.59,0
20000,20000,19975,648.92,5,23362.6143,23333.41,20000,3362.61,0
10000,10000,9875.157858,339.26,4,12213.37023,12035.97,10000,2213.37,0
7500,7500,7250,182.35,5,10746.01999,10387.82,7500,3246.02,0
18000,18000,17342.17461,613.87,5,21661.62145,20802.07,18000,3630.93,0
6000,6000,4175,194.17,5,6738.095275,4688.59,6000,723.1,0
3850,3850,3850,129.13,5,4330.891758,4330.89,3850,480.89,0
3000,3000,3000,103.05,5,3709.973195,3709.97,3000,709.97,0
5000,5000,4800,164.85,5,5625.098046,5400.09,5000,625.1,0
18000,18000,17475,388.23,5,18473.17536,17934.38,18000,473.18,0
18250,18250,18046.56426,591.03,5,21277.77348,21018.73,18250,3027.77,0
8800,8800,8800,273.77,5,9200.300072,9200.3,8800,400.3,0
4000,4000,4000,129.07,5,4391.639151,4391.64,4000,391.64,0
12000,12000,2572.92,405.25,5,13805.47762,2934.02,12000,1805.48,0
10625,10625,10625,332.46,5,11968.51745,11968.52,10625,1343.52,0
5000,5000,4800,175.67,4,5365.799755,5151.17,5000,365.8,0
12000,12000,12000,402.54,5,14069.22142,14069.22,12000,2069.22,0
8400,8400,8400,257.92,5,9284.749734,9284.75,8400,884.75,0
8000,8000,8000,256.76,5,9153.551721,9153.55,8000,1153.55,0
9600,9600,9600,291.14,5,10465.45617,10465.46,9600,865.46,0
21250,16300,16121.94288,400.65,5,21242.96407,20890.97,16300,4942.96,0
5000,5000,5000,167.73,5,5755.225626,5755.23,5000,755.23,0
35000,35000,35000,874.93,5,49401.0971,49401.1,35000,14401.1,0
3000,3000,3000,97.85,5,3522.481006,3522.48,3000,522.48,0
20000,20000,20000,634.88,5,22605.25261,22605.25,20000,2605.25,0
6000,6000,6000,148.38,1,7989.38,7989.38,5138.9,2850.48,0
1200,1200,1200,40.71,5,1426.148549,1426.15,1200,226.15,0
20000,20000,19500,655.82,5,23346.17124,22762.52,20000,3346.17,0
4700,4700,4450,150.45,5,5083.615409,4813.21,4700,383.62,0
25000,25000,25000,869.21,5,31292.32667,31292.33,25000,6292.33,0
3700,3700,3675,112.55,5,3788.091369,3762.49,3700,88.09,0
2000,2000,717.94,65.57,4,2375.803312,841.39,2000,360.81,0
7500,7500,7500,251.59,5,9057.075866,9057.08,7500,1557.08,0
17000,16650,4892.701621,551.28,5,19610.79671,5531.15,16649.99,2960.81,0
20000,20000,19650,666,5,22115.08685,21728.07,20000,2115.09,0
20000,20000,19600,692.93,5,23977.96804,23498.41,20000,3977.97,0
12000,12000,11975,407.17,5,14076.16404,14046.84,12000,2076.16,0
6300,6300,6300,193.44,5,6963.570001,6963.57,6300,663.57,0
10000,10000,9800,261.01,4,11386.54997,11158.81,10000,1386.55,0
15000,11575,4124.417611,381.48,5,13264.85897,4726.4,11575,1689.86,0
7700,7700,7700,266.33,5,9588.131198,9588.13,7700,1888.13,0
14000,14000,14000,467.82,5,16841.25001,16841.25,14000,2841.25,0
12000,12000,12000,279.16,1,16175.98,16175.98,11442.49,4733.49,0
25000,17950,17800,408.24,5,24493.89004,24289.21,17950,6543.89,0
13000,13000,13000,326.52,5,17972.63199,17972.63,13000,4972.63,0
24000,14625,14465.23217,466.78,5,16612.61269,16412.21,14625,1987.62,0
13200,13200,13175,320.65,5,17062.36051,17030.05,13200,3862.36,0
18000,18000,17750,568.14,5,20187.57606,19907.19,18000,2187.58,0
12000,12000,11750,396.92,5,12858.87597,12590.98,12000,858.88,0
4000,4000,3750,88.4,5,4147.166905,3887.97,4000,147.17,0
10000,10000,9850,328.64,5,10836.93229,10674.38,10000,836.93,0
10850,10850,9675,385.27,4,13838.1711,12339.57,10850,2988.17,0
11200,11200,11200,350.51,5,12618.05514,12618.06,11200,1418.06,0
12000,7250,7250,219.87,5,7900.185884,7900.19,7250,650.19,0
14000,14000,14000,438.13,5,15769.73394,15769.73,14000,1769.73,0
28000,28000,27954.59081,681.21,5,40871.97978,40791.75,28000,12871.98,0
3600,3600,3600,111.97,5,3939.632257,3939.63,3600,339.63,0
25000,25000,24741.95001,822.78,5,29621.18458,29279.02,25000,4621.19,0
8000,8000,8000,276.66,4,8559.69342,8559.69,8000,559.69,0
10000,10000,6221.146913,325.08,5,11702.52901,7048.85,9999.99,1702.54,0
6000,6000,6000,202.81,5,7301.471694,7301.47,6000,1301.47,0
35000,35000,34725,1200.82,5,37035.82076,36744.83,35000,2035.82,0
12000,12000,11750,385.13,5,13846.94349,13558.47,12000,1846.94,0
20000,20000,17293.17308,613.35,5,22047.6122,18851.42,20000,2047.61,0
4500,4500,4497.491474,87.36,5,5241.163158,5237.8,4500,741.16,0
16750,16750,16725,372.51,5,20269.65974,20239.41,16750,3519.66,0
4500,4500,4500,109.41,5,6311.467271,6311.47,4500,1811.47,0
16000,16000,16000,342.88,5,20020.61209,20020.61,16000,4020.61,0
30000,30000,25704.6108,759.85,5,45590.59576,36432.63,30000,15590.6,0
10000,10000,10000,341.04,5,11288.36222,11288.36,10000,1288.36,0
2000,2000,2000,67.38,5,2296.941596,2296.94,2000,296.94,0
5000,5000,5000,168.45,5,6065.303196,6065.3,5000,1065.3,0
2100,2100,2100,72.51,5,2610.597089,2610.6,2100,510.6,0
5000,5000,5000,177,5,5069.29,5069.29,5000,69.29,0
11200,11200,11175,371.95,5,12857.00549,12828.31,11200,1657.01,0
6000,6000,5850,196.83,5,7086.346945,6909.19,6000,1086.35,0
7200,7200,7200,241.49,5,8693.561325,8693.56,7200,1493.56,0
1800,1800,1800,58.64,5,2053.702367,2053.7,1800,253.7,0
8400,8400,8400,261.34,5,9407.870335,9407.87,8400,1007.87,0
7500,7500,7500,238.15,5,7906.532868,7906.53,7500,406.53,0
20600,20600,20575,443.7,5,24035.54925,24006.38,20600,3435.55,0
17625,17625,17625,591.23,5,21289.26236,21289.26,17625,3664.26,0
12800,12800,12800,427.72,5,15395.1,15395.1,12800,2595.1,0
10200,10200,10200,319.17,5,11277.49367,11277.49,10200,1077.49,0
20000,20000,20000,519.15,5,25841.51083,25841.51,20000,5841.51,0
15000,15000,15000,501.23,5,18044.24001,18044.24,15000,3044.24,0
5500,5500,5250,171.06,5,5932.836779,5663.16,5500,432.84,0
12800,12800,12800,321.5,5,17947.76254,17947.76,12800,5147.76,0
23000,23000,22750,758.28,5,26721.00781,26430.56,23000,3721.01,0
12500,12500,12496.22819,387.63,5,13955.59848,13950.98,12500,1455.6,0
13200,13200,13100.9504,433.01,5,15571.39544,15460.35,13200,2371.4,0
4800,4800,4750,144.77,5,5211.610511,5157.32,4800,411.61,0
10000,10000,10000,324.37,5,10834.21356,10834.21,10000,834.21,0
10000,10000,10000,329.72,5,11327.18918,11327.19,10000,1310.7,0
10000,7500,7500,228.75,5,7849.876176,7849.88,7500,349.88,0
14000,14000,13681.24833,449.32,5,16164.8101,15796.02,14000,2164.81,0
9000,9000,2725,303.94,5,11191.98423,3388.68,9000,2191.98,0
5000,5000,3725,163.77,4,5134.675178,3825.34,5000,134.68,0
1950,1950,1750,60.54,5,2155.529491,1934.45,1950,205.53,0
5500,5500,2200,175.88,5,5625.887001,2250.36,5500,125.89,0
8000,8000,7850,255.33,5,9192.551214,9020.19,8000,1192.55,0
12000,12000,12000,402.54,5,14491.35152,14491.35,12000,2491.35,0
15000,15000,15000,536.81,5,17994.71325,17994.71,15000,2994.71,0
20000,20000,19770.94594,683.36,5,23467.73519,23139.43,20000,3467.74,0
12000,12000,12000,272.98,5,15941.33999,15941.34,12000,3941.34,0
20000,20000,19650,659.37,5,23628.82961,23215.33,19999.99,3628.83,0
7000,7000,7000,223.63,4,8050.546893,8050.55,7000,1050.55,0
17000,17000,17000,369.54,5,19944.67906,19944.68,17000,2944.68,0
4000,4000,4000,125.17,5,4268.858467,4268.86,4000,253.86,0
25000,25000,22900,907.6,5,31540.39387,28891,25000,6540.39,0
4000,4000,3975,130.47,5,4819.672425,4789.55,4000,819.67,0
11500,11500,11500,359.84,5,12954.31361,12954.31,11500,1454.31,0
3500,3500,3500,117.92,5,4226.113486,4226.11,3500,726.11,0
35000,35000,34975,773.44,5,41714.17496,41684.38,35000,6714.17,0
30000,30000,29975,728.91,5,43039.3099,43003.44,30000,13039.31,0
20000,20000,19975,518.71,5,25437.94904,25406.15,20000,5414.35,0
12000,12000,11725,383.37,5,13367.18157,13060.85,12000,1367.18,0
20000,20000,20000,722.95,5,26026.08584,26026.09,20000,6026.09,0
8000,8000,2175,250.95,5,9034.177378,2456.17,8000,1034.18,0
10000,10000,9973.114942,306.68,5,11040.40601,11010.53,10000,1040.41,0
25000,21600,21600,491.36,1,28391.78,28391.78,20567.45,7824.33,0
20800,20800,20275,448.63,5,25434.80883,24792.82,20800,4634.81,0
8000,8000,7875,249.75,5,8991.212671,8850.73,8000,991.21,0
10400,10400,10400,356.82,5,12783.28991,12783.29,10400,2383.29,0
1600,1600,1600,57.44,5,1711.566405,1711.57,1600,111.57,0
23050,23050,22712.22466,791.72,5,28364.58712,27882.49,23050,5314.59,0
16800,16800,16800,587.77,5,20348.718,20348.72,16800,3548.72,0
23500,23500,23269.3083,806.19,5,28994.32295,28673.7,23500,5494.33,0
5000,5000,5000,157.82,5,5633.449254,5633.45,5000,633.45,0
6000,6000,6000,143.63,5,8198.233031,8198.23,6000,2198.23,0
6400,6400,6400,224.85,5,7908.563946,7908.56,6400,1508.56,0
18000,18000,17900,607.41,5,21208.87516,21091.05,18000,3208.88,0
6000,6000,6000,208.67,5,7512.047488,7512.05,6000,1512.05,0
25000,25000,21263.7746,597.78,5,30281.56779,23628.84,25000,5251.68,0
6000,6000,6000,150.93,4,9055.620004,9055.62,6000,3055.62,0
12300,12300,12300,414.38,5,14873.62426,14873.62,12300,2573.62,0
20000,20000,18450.05,682.74,5,22748.66387,21128.07,19999.99,2748.67,0
4800,4800,4800,172.31,5,6202.969264,6202.97,4800,1402.97,0
9000,9000,8850,311.82,5,11225.8578,11038.76,9000,2225.86,0
10000,10000,10000,312.91,5,10480.52687,10480.53,10000,480.53,0
25000,25000,24450,806.57,5,29037.58677,28398.76,25000,4037.59,0
4500,4500,4450,140.31,5,5051.115309,4994.99,4500,551.12,0
12000,12000,12000,396.92,5,14288.76999,14288.77,12000,2288.77,0
14400,14400,14400,471.37,5,16770.4835,16770.48,14400,2370.48,0
